Mesh250m,PeriodKey,PriceIndex,Latitude,Longitude
53392546,2005-Q3,1.0,35.54051152482738,139.70744848251343
53392546,2005-Q4,0.2497341957072776,35.54051152482738,139.70744848251343
53392546,2006-Q3,0.13639538542162766,35.54051152482738,139.70744848251343
53392546,2007-Q1,0.348018955882704,35.54051152482738,139.70744848251343
53392546,2007-Q3,0.16620145010445023,35.54051152482738,139.70744848251343
53392546,2007-Q4,0.24415293311441696,35.54051152482738,139.70744848251343
53392546,2008-Q1,0.21737089824733083,35.54051152482738,139.70744848251343
53392546,2008-Q4,0.3073427986249649,35.54051152482738,139.70744848251343
53392546,2009-Q1,0.7191565717226088,35.54051152482738,139.70744848251343
53392546,2009-Q2,0.2217461850108287,35.54051152482738,139.70744848251343
53392546,2009-Q3,0.3509793424465037,35.54051152482738,139.70744848251343
53392546,2010-Q3,0.2556734780208494,35.54051152482738,139.70744848251343
53392546,2011-Q1,0.19998967595969688,35.54051152482738,139.70744848251343
53392546,2011-Q2,0.22576027779441252,35.54051152482738,139.70744848251343
53392546,2011-Q3,0.21346185225943698,35.54051152482738,139.70744848251343
53392546,2012-Q1,0.3885090478975031,35.54051152482738,139.70744848251343
53392546,2012-Q3,0.20377392497510224,35.54051152482738,139.70744848251343
53392546,2013-Q1,0.2541829670934882,35.54051152482738,139.70744848251343
53392546,2013-Q3,0.290385772879389,35.54051152482738,139.70744848251343
53392546,2013-Q4,0.18985128107955232,35.54051152482738,139.70744848251343
53392546,2014-Q1,0.3799638598154637,35.54051152482738,139.70744848251343
53392546,2014-Q2,0.27061973557762686,35.54051152482738,139.70744848251343
53392546,2015-Q2,0.12049988464246636,35.54051152482738,139.70744848251343
53392546,2015-Q3,0.2869820373054709,35.54051152482738,139.70744848251343
53392546,2016-Q4,0.2731145871674581,35.54051152482738,139.70744848251343
53392546,2017-Q1,0.22865743685205048,35.54051152482738,139.70744848251343
53392546,2018-Q4,0.15764603243237602,35.54051152482738,139.70744848251343
53392546,2019-Q1,0.22085500819897477,35.54051152482738,139.70744848251343
53392546,2019-Q2,0.1776130425515173,35.54051152482738,139.70744848251343
53392546,2020-Q1,0.20853258836856747,35.54051152482738,139.70744848251343
53392546,2020-Q2,0.2366038515350988,35.54051152482738,139.70744848251343
53392546,2020-Q3,0.29847066504592334,35.54051152482738,139.70744848251343
53392546,2022-Q3,0.3016295518176336,35.54051152482738,139.70744848251343
53392546,2023-Q2,0.3095925493707228,35.54051152482738,139.70744848251343
53392546,2023-Q3,0.131210779399792,35.54051152482738,139.70744848251343
53392546,2024-Q4,0.18733777513072267,35.54051152482738,139.70744848251343
53392546,2025-Q1,0.22744867833670862,35.54051152482738,139.70744848251343
53392556,2008-Q1,1.0,35.54516440060436,139.71125185489657
53392556,2008-Q3,0.5335201720518126,35.54516440060436,139.71125185489657
53392556,2008-Q4,0.3658023847485526,35.54516440060436,139.71125185489657
53392556,2009-Q1,0.4165200262127323,35.54516440060436,139.71125185489657
53392556,2010-Q4,0.3738906511153518,35.54516440060436,139.71125185489657
53392556,2012-Q1,0.5916372601251517,35.54516440060436,139.71125185489657
53392556,2014-Q3,0.3872235365889701,35.54516440060436,139.71125185489657
53392556,2017-Q2,0.3300421034978525,35.54516440060436,139.71125185489657
53392556,2018-Q2,0.39547172632428995,35.54516440060436,139.71125185489657
53392556,2019-Q3,0.470287635194743,35.54516440060436,139.71125185489657
53392556,2019-Q4,0.33119196170786563,35.54516440060436,139.71125185489657
53392556,2021-Q3,0.31943230094220126,35.54516440060436,139.71125185489657
53392556,2022-Q1,0.42117682612759744,35.54516440060436,139.71125185489657
53392556,2022-Q4,0.49251886429715097,35.54516440060436,139.71125185489657
53392556,2024-Q1,0.3623819406133543,35.54516440060436,139.71125185489657
53392556,2024-Q2,0.41637532635544944,35.54516440060436,139.71125185489657
53392556,2024-Q4,0.3128228420142255,35.54516440060436,139.71125185489657
53392557,2005-Q3,1.0,35.54981727638133,139.71505522727966
53392557,2005-Q4,1.2914753216279313,35.54981727638133,139.71505522727966
53392557,2006-Q1,1.0839881735611607,35.54981727638133,139.71505522727966
53392557,2006-Q2,1.0040887202469857,35.54981727638133,139.71505522727966
53392557,2006-Q3,0.7618357939560912,35.54981727638133,139.71505522727966
53392557,2006-Q4,0.8664455595530639,35.54981727638133,139.71505522727966
53392557,2007-Q1,0.6384264956262875,35.54981727638133,139.71505522727966
53392557,2007-Q2,0.7270693329298843,35.54981727638133,139.71505522727966
53392557,2007-Q3,0.6313641954412238,35.54981727638133,139.71505522727966
53392557,2007-Q4,0.9582463653522252,35.54981727638133,139.71505522727966
53392557,2008-Q1,0.6905954197594114,35.54981727638133,139.71505522727966
53392557,2008-Q2,0.8161788006454744,35.54981727638133,139.71505522727966
53392557,2008-Q3,1.2082664628023418,35.54981727638133,139.71505522727966
53392557,2008-Q4,0.4857303926784768,35.54981727638133,139.71505522727966
53392557,2009-Q1,0.9465768275102083,35.54981727638133,139.71505522727966
53392557,2009-Q2,0.8151250093913813,35.54981727638133,139.71505522727966
53392557,2009-Q3,0.8290553680770885,35.54981727638133,139.71505522727966
53392557,2009-Q4,0.8956203861152201,35.54981727638133,139.71505522727966
53392557,2010-Q1,1.2862926999674578,35.54981727638133,139.71505522727966
53392557,2010-Q2,1.041045043131301,35.54981727638133,139.71505522727966
53392557,2010-Q3,0.6984471034528777,35.54981727638133,139.71505522727966
53392557,2010-Q4,0.7981406736258323,35.54981727638133,139.71505522727966
53392557,2011-Q1,0.9354884883365401,35.54981727638133,139.71505522727966
53392557,2011-Q2,0.8486595163606546,35.54981727638133,139.71505522727966
53392557,2011-Q3,0.982630988390695,35.54981727638133,139.71505522727966
53392557,2011-Q4,0.9105271725003251,35.54981727638133,139.71505522727966
53392557,2012-Q1,0.76922698312139,35.54981727638133,139.71505522727966
53392557,2012-Q2,1.2666409722402077,35.54981727638133,139.71505522727966
53392557,2012-Q3,1.0346556344086266,35.54981727638133,139.71505522727966
53392557,2012-Q4,0.8202211885069084,35.54981727638133,139.71505522727966
53392557,2013-Q1,0.8396290413779687,35.54981727638133,139.71505522727966
53392557,2013-Q2,0.9022435639321811,35.54981727638133,139.71505522727966
53392557,2013-Q3,1.0090369438975166,35.54981727638133,139.71505522727966
53392557,2013-Q4,0.7387819545825958,35.54981727638133,139.71505522727966
53392557,2014-Q1,1.070685949287413,35.54981727638133,139.71505522727966
